RGI_ID,Calibration_Method,MB_Geodetic,Temp_Bias,Prcp_Fac,melt_f,reference_period,Calibration_Success,MB_Model
RGI60-13.00031,geodetic_temp_bias,65.10000000000001,-2.95158495205909,4.472878519253057,17.0,2000-01-01_2020-01-01,True,
RGI60-13.00032,geodetic_temp_bias,-13.4,-3.2375583456907,6.709317778879584,4.454449376481451,2000-01-01_2020-01-01,True,
RGI60-13.00033,geodetic_temp_bias,173.4,-3.2375583456907,6.709317778879584,4.964867392558111,2000-01-01_2020-01-01,True,
RGI60-13.00034,geodetic_temp_bias,-73.2,-3.2375583456907,4.472878519253057,12.989828803942,2000-01-01_2020-01-01,True,
RGI60-13.00035,geodetic_temp_bias,140.1,-3.2375583456907,6.709317778879584,4.395593940653838,2000-01-01_2020-01-01,True,
RGI60-13.00036,geodetic_temp_bias,-52.3,-3.2375583456907,4.472878519253057,7.247507268608917,2000-01-01_2020-01-01,True,
RGI60-13.00037,geodetic_temp_bias,35.9,-3.2375583456907,6.709317778879584,4.844293665022949,2000-01-01_2020-01-01,True,
RGI60-13.00038,geodetic_temp_bias,127.7,-3.2375583456907,6.709317778879584,3.0830896443366242,2000-01-01_2020-01-01,True,
RGI60-13.00039,geodetic_temp_bias,-5.6,-3.2375583456907,4.472878519253057,6.152468018182495,2000-01-01_2020-01-01,True,
RGI60-13.00040,geodetic_temp_bias,217.9,-3.2375583456907,6.709317778879584,4.275507161068191,2000-01-01_2020-01-01,True,
RGI60-13.00041,geodetic_temp_bias,117.8,-3.2375583456907,6.709317778879584,4.492977537328663,2000-01-01_2020-01-01,True,
RGI60-13.00042,geodetic_temp_bias,125.6,-3.2375583456907,6.709317778879584,4.72988845545433,2000-01-01_2020-01-01,True,
RGI60-13.00043,geodetic_temp_bias,198.0,-3.2375583456907,6.709317778879584,4.793180270742322,2000-01-01_2020-01-01,True,
RGI60-13.00044,geodetic_temp_bias,61.9,-3.2375583456907,6.709317778879584,4.859975743647224,2000-01-01_2020-01-01,True,
RGI60-13.00045,geodetic_temp_bias,-96.19999999999999,-3.2375583456907,4.472878519253057,7.72951214812681,2000-01-01_2020-01-01,True,
RGI60-13.00046,geodetic_temp_bias,11.0,-3.2375583456907,5.480827165168236,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00047,geodetic_temp_bias,76.0,-3.2375583456907,6.709317778879584,4.635849643338864,2000-01-01_2020-01-01,True,
RGI60-13.00048,geodetic_temp_bias,139.6,-3.2375583456907,6.709317778879584,4.058908911065895,2000-01-01_2020-01-01,True,
RGI60-13.00049,geodetic_temp_bias,148.10000000000002,-3.2375583456907,6.709317778879584,4.605948443456111,2000-01-01_2020-01-01,True,
RGI60-13.00050,geodetic_temp_bias,125.1,-3.2375583456907,6.709317778879584,3.1638188894875077,2000-01-01_2020-01-01,True,
RGI60-13.00051,geodetic_temp_bias,116.2,-3.2375583456907,5.618725235166488,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00052,geodetic_temp_bias,120.1,-3.2375583456907,6.709317778879584,4.416958590102236,2000-01-01_2020-01-01,True,
RGI60-13.00053,geodetic_temp_bias,212.4,-3.2375583456907,6.709317778879584,2.208421355009167,2000-01-01_2020-01-01,True,
RGI60-13.00054,geodetic_temp_bias,50.0,-3.2375583456907,6.709317778879584,4.422925922755068,2000-01-01_2020-01-01,True,
RGI60-13.00055,geodetic_temp_bias,109.7,-3.2375583456907,6.709317778879584,4.141577062085676,2000-01-01_2020-01-01,True,
RGI60-13.00056,geodetic_temp_bias,92.8,-3.2375583456907,6.709317778879584,3.607606886465664,2000-01-01_2020-01-01,True,
RGI60-13.00057,geodetic_temp_bias,-1.1,-3.2375583456907,6.709317778879584,3.9403131856724007,2000-01-01_2020-01-01,True,
RGI60-13.00058,geodetic_temp_bias,-37.1,-3.2375583456907,5.447837219411452,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00059,geodetic_temp_bias,-7.7,-3.2375583456907,4.472878519253057,5.413940718235882,2000-01-01_2020-01-01,True,
RGI60-13.00060,geodetic_temp_bias,59.1,-3.2375583456907,5.210309405971587,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00061,geodetic_temp_bias,116.9,-3.2375583456907,6.501711083721501,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00062,geodetic_temp_bias,49.7,-3.2375583456907,5.354348151292975,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00063,geodetic_temp_bias,-13.700000000000001,-3.2375583456907,5.897156971178462,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00064,geodetic_temp_bias,93.60000000000001,-3.2375583456907,6.709317778879584,4.959314441113885,2000-01-01_2020-01-01,True,
RGI60-13.00065,geodetic_temp_bias,-22.0,-3.161144363166163,4.472878519253057,17.0,2000-01-01_2020-01-01,True,
RGI60-13.00066,geodetic_temp_bias,98.0,-3.2375583456907,6.448062270999576,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00067,geodetic_temp_bias,56.2,-3.2375583456907,4.992594307539513,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00068,geodetic_temp_bias,273.5,-3.2375583456907,6.709317778879584,2.5316512393986343,2000-01-01_2020-01-01,True,
RGI60-13.00069,geodetic_temp_bias,136.4,-3.2375583456907,6.287990701873008,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00070,geodetic_temp_bias,-185.9,-3.1258210063039247,4.472878519253057,17.0,2000-01-01_2020-01-01,True,
RGI60-13.00071,geodetic_temp_bias,124.8,-3.2375583456907,6.709317778879584,4.233398067941547,2000-01-01_2020-01-01,True,
RGI60-13.00072,geodetic_temp_bias,81.10000000000001,-3.2375583456907,6.709317778879584,4.209127692963682,2000-01-01_2020-01-01,True,
RGI60-13.00073,geodetic_temp_bias,-34.9,-3.2375583456907,4.472878519253057,11.930598016109027,2000-01-01_2020-01-01,True,
RGI60-13.00074,geodetic_temp_bias,-176.4,-3.2375583456907,4.472878519253057,14.099144351295802,2000-01-01_2020-01-01,True,
RGI60-13.00075,geodetic_temp_bias,-25.9,-3.2375583456907,4.472878519253057,5.100297930744855,2000-01-01_2020-01-01,True,
RGI60-13.00076,geodetic_temp_bias,25.5,-3.2375583456907,4.472878519253057,6.987574332673848,2000-01-01_2020-01-01,True,
RGI60-13.00077,geodetic_temp_bias,107.1,-3.2375583456907,6.709317778879584,4.413058670755263,2000-01-01_2020-01-01,True,
RGI60-13.00078,geodetic_temp_bias,23.599999999999998,-3.2375583456907,4.472878519253057,8.387331669321131,2000-01-01_2020-01-01,True,
RGI60-13.00079,geodetic_temp_bias,-48.4,-3.2375583456907,4.472878519253057,8.115551295232006,2000-01-01_2020-01-01,True,
RGI60-13.00080,geodetic_temp_bias,184.29999999999998,-3.2375583456907,5.841530219536425,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00081,geodetic_temp_bias,45.8,-3.2375583456907,6.13222869749235,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00082,geodetic_temp_bias,-71.2,-3.2375583456907,4.472878519253057,10.867316604101852,2000-01-01_2020-01-01,True,
RGI60-13.00083,geodetic_temp_bias,45.900000000000006,-3.2375583456907,4.694788387035848,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00084,geodetic_temp_bias,87.6,-3.2375583456907,6.709317778879584,4.129912499953861,2000-01-01_2020-01-01,True,
RGI60-13.00085,geodetic_temp_bias,33.5,-3.2375583456907,6.0347634630500195,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00086,geodetic_temp_bias,129.3,-3.2375583456907,6.709317778879584,4.205803197687482,2000-01-01_2020-01-01,True,
RGI60-13.00087,geodetic_temp_bias,-11.1,-3.2375583456907,4.472878519253057,13.765410142964434,2000-01-01_2020-01-01,True,
RGI60-13.00088,geodetic_temp_bias,33.8,-3.2375583456907,4.472878519253057,5.480719585160812,2000-01-01_2020-01-01,True,
RGI60-13.00089,geodetic_temp_bias,91.7,-3.2375583456907,5.122181095933835,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00090,geodetic_temp_bias,268.7,-3.2375583456907,6.709317778879584,2.25480793356656,2000-01-01_2020-01-01,True,
RGI60-13.00091,geodetic_temp_bias,99.5,-3.2375583456907,5.563894851142664,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00092,geodetic_temp_bias,307.09999999999997,-3.2375583456907,6.231950963880406,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00093,geodetic_temp_bias,66.0,-3.2375583456907,5.865610346167825,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00094,geodetic_temp_bias,32.4,-3.2375583456907,4.856044292923539,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00095,geodetic_temp_bias,142.4,-3.2375583456907,6.043872256406475,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00096,geodetic_temp_bias,86.0,-3.2375583456907,4.472878519253057,5.6762216738227,2000-01-01_2020-01-01,True,
RGI60-13.00097,geodetic_temp_bias,-25.8,-3.2375583456907,4.472878519253057,7.345724696728222,2000-01-01_2020-01-01,True,
RGI60-13.00098,geodetic_temp_bias,122.30000000000001,-3.2375583456907,6.362884802116364,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00099,geodetic_temp_bias,31.9,-3.2375583456907,5.055941795051689,5.0,2000-01-01_2020-01-01,True,
RGI60-13.00100,geodetic_temp_bias,110.5,-3.2375583456907,6.709317778879584,3.1236278319251385,2000-01-01_2020-01-01,True,
